,user_id,user_created_at,device,sex,home_pg,search_pg,payment_pg,confirmation_pg
66456,44757,2015-04-22,Mobile,Male,1,0,0,0
66506,506065,2015-04-22,Desktop,Female,1,1,0,0
66763,538381,2015-04-22,Mobile,Male,1,0,0,0
66764,368327,2015-04-22,Mobile,Male,1,0,0,0
66767,175490,2015-04-22,Mobile,Male,1,1,0,0
66791,361873,2015-04-22,Desktop,Male,1,0,0,0
66804,654157,2015-04-22,Desktop,Female,1,0,0,0
66930,286032,2015-04-22,Desktop,Female,1,1,0,0
67021,169476,2015-04-22,Mobile,Male,1,0,0,0
67295,113604,2015-04-22,Mobile,Female,1,0,0,0
67311,689975,2015-04-22,Desktop,Female,1,1,0,0
67319,562256,2015-04-22,Mobile,Female,1,0,0,0
67437,325416,2015-04-22,Mobile,Male,1,0,0,0
67442,320795,2015-04-22,Mobile,Female,1,0,0,0
67467,238742,2015-04-22,Mobile,Female,1,0,0,0
67661,689736,2015-04-22,Mobile,Male,1,0,0,0
67891,243104,2015-04-22,Desktop,Female,1,0,0,0
68119,971889,2015-04-22,Desktop,Female,1,0,0,0
68328,765629,2015-04-22,Mobile,Male,1,0,0,0
68429,665334,2015-04-22,Desktop,Female,1,1,0,0
68453,747333,2015-04-22,Desktop,Female,1,1,0,0
68850,694002,2015-04-22,Desktop,Male,1,1,0,0
68925,963575,2015-04-22,Desktop,Male,1,1,0,0
69155,469956,2015-04-22,Mobile,Male,1,0,0,0
69272,40625,2015-04-22,Mobile,Female,1,0,0,0
69303,857723,2015-04-22,Mobile,Male,1,1,0,0
69320,585769,2015-04-22,Desktop,Female,1,0,0,0
69328,183064,2015-04-22,Mobile,Male,1,0,0,0
69330,898515,2015-04-22,Mobile,Male,1,0,0,0
69560,144539,2015-04-22,Mobile,Female,1,0,0,0
69600,584273,2015-04-22,Desktop,Female,1,0,0,0
69619,490756,2015-04-22,Desktop,Female,1,1,0,0
69914,96460,2015-04-22,Desktop,Female,1,1,0,0
69977,435446,2015-04-22,Mobile,Female,1,0,0,0
70057,530705,2015-04-22,Desktop,Male,1,0,0,0
70134,614056,2015-04-22,Desktop,Female,1,0,0,0
70217,599043,2015-04-22,Desktop,Female,1,0,0,0
70236,953379,2015-04-22,Desktop,Male,1,1,0,0
70419,655861,2015-04-22,Desktop,Male,1,1,0,0
70537,465959,2015-04-22,Desktop,Female,1,0,0,0
70552,296194,2015-04-22,Desktop,Male,1,0,0,0
70554,222596,2015-04-22,Mobile,Male,1,0,0,0
70620,261193,2015-04-22,Mobile,Male,1,0,0,0
70808,833085,2015-04-22,Mobile,Male,1,0,0,0
70825,299640,2015-04-22,Desktop,Male,1,0,0,0
70848,156092,2015-04-22,Desktop,Female,1,1,0,0
71337,531936,2015-04-22,Mobile,Female,1,1,0,0
71421,656856,2015-04-22,Desktop,Female,1,1,0,0
71622,477283,2015-04-22,Desktop,Male,1,1,0,0
71685,119288,2015-04-22,Desktop,Male,1,1,0,0
71776,881283,2015-04-22,Desktop,Male,1,1,0,0
71956,674777,2015-04-22,Desktop,Female,1,0,0,0
71971,363414,2015-04-22,Desktop,Male,1,0,0,0
72340,408155,2015-04-22,Desktop,Male,1,1,0,0
72342,547013,2015-04-22,Desktop,Male,1,0,0,0
72452,343705,2015-04-22,Desktop,Female,1,1,0,0
72522,814514,2015-04-22,Mobile,Male,1,0,0,0
72605,7099,2015-04-22,Desktop,Male,1,1,0,0
72703,693815,2015-04-22,Desktop,Male,1,0,0,0
72781,217883,2015-04-22,Mobile,Male,1,0,0,0
72849,353559,2015-04-22,Desktop,Female,1,1,0,0
73085,747877,2015-04-22,Desktop,Male,1,1,0,0
73238,54550,2015-04-22,Desktop,Male,1,1,0,0
73467,149798,2015-04-22,Desktop,Female,1,1,0,0
73550,454721,2015-04-22,Mobile,Female,1,0,0,0
73576,465453,2015-04-22,Desktop,Female,1,1,0,0
73587,247436,2015-04-22,Mobile,Female,1,0,0,0
73810,397712,2015-04-22,Desktop,Female,1,1,0,0
73871,295657,2015-04-22,Mobile,Male,1,0,0,0
74198,815447,2015-04-22,Desktop,Female,1,0,0,0
74349,299285,2015-04-22,Desktop,Male,1,1,0,0
74426,474580,2015-04-22,Desktop,Female,1,1,0,0
74472,342054,2015-04-22,Mobile,Female,1,1,1,0
74482,915205,2015-04-22,Mobile,Female,1,0,0,0
74628,931320,2015-04-22,Mobile,Female,1,0,0,0
74674,742554,2015-04-22,Desktop,Male,1,1,0,0
74925,861791,2015-04-22,Desktop,Female,1,0,0,0
75012,407227,2015-04-22,Desktop,Female,1,1,0,0
75365,982701,2015-04-22,Desktop,Male,1,1,0,0
75434,126208,2015-04-22,Desktop,Male,1,0,0,0
75465,79278,2015-04-22,Mobile,Female,1,0,0,0
75498,214059,2015-04-22,Desktop,Female,1,0,0,0
75663,248919,2015-04-22,Desktop,Female,1,1,0,0
75679,502543,2015-04-22,Desktop,Female,1,1,0,0
75849,657590,2015-04-22,Desktop,Female,1,1,0,0
75908,346486,2015-04-22,Desktop,Male,1,1,1,0
76179,127387,2015-04-22,Desktop,Female,1,1,0,0
76475,38698,2015-04-22,Desktop,Male,1,1,0,0
76502,479845,2015-04-22,Desktop,Female,1,0,0,0
76517,279197,2015-04-22,Desktop,Female,1,0,0,0
76533,917181,2015-04-22,Desktop,Male,1,1,1,0
76824,473719,2015-04-22,Desktop,Male,1,0,0,0
76924,993079,2015-04-22,Desktop,Male,1,1,0,0
76979,70126,2015-04-22,Mobile,Female,1,0,0,0
77362,465339,2015-04-22,Desktop,Female,1,0,0,0
77601,641288,2015-04-22,Desktop,Female,1,1,0,0
78169,212823,2015-04-22,Desktop,Female,1,1,0,0
78267,492180,2015-04-22,Desktop,Male,1,1,0,0
78471,231112,2015-04-22,Desktop,Male,1,1,0,0
78652,627027,2015-04-22,Mobile,Male,1,1,0,0
78712,567669,2015-04-22,Desktop,Male,1,0,0,0
78753,286462,2015-04-22,Desktop,Male,1,1,0,0
79056,692175,2015-04-22,Desktop,Male,1,1,0,0
79094,759453,2015-04-22,Desktop,Male,1,0,0,0
79335,668102,2015-04-22,Desktop,Male,1,1,0,0
79348,230956,2015-04-22,Desktop,Female,1,1,0,0
79531,223641,2015-04-22,Mobile,Male,1,0,0,0
79672,784843,2015-04-22,Desktop,Male,1,0,0,0
79779,781510,2015-04-22,Desktop,Female,1,1,0,0
79827,972582,2015-04-22,Desktop,Male,1,0,0,0
79948,747893,2015-04-22,Desktop,Female,1,1,0,0
79954,835189,2015-04-22,Desktop,Male,1,1,0,0
79993,93165,2015-04-22,Mobile,Male,1,1,0,0
80093,873535,2015-04-22,Desktop,Male,1,0,0,0
80106,345597,2015-04-22,Desktop,Female,1,1,0,0
80248,329822,2015-04-22,Desktop,Male,1,1,0,0
80292,969139,2015-04-22,Desktop,Female,1,0,0,0
80403,75505,2015-04-22,Desktop,Female,1,1,0,0
80646,4628,2015-04-22,Mobile,Male,1,0,0,0
80729,522138,2015-04-22,Desktop,Male,1,1,0,0
80902,364615,2015-04-22,Desktop,Male,1,1,0,0
80919,924372,2015-04-22,Desktop,Male,1,1,0,0
80933,791482,2015-04-22,Mobile,Male,1,1,0,0
80954,365578,2015-04-22,Mobile,Male,1,0,0,0
80965,25347,2015-04-22,Mobile,Female,1,0,0,0
81004,886633,2015-04-22,Desktop,Male,1,0,0,0
81084,829044,2015-04-22,Desktop,Male,1,1,0,0
81153,435175,2015-04-22,Desktop,Male,1,1,0,0
81219,811788,2015-04-22,Mobile,Female,1,0,0,0
81282,264692,2015-04-22,Mobile,Female,1,0,0,0
81453,493517,2015-04-22,Desktop,Male,1,1,0,0
81491,272230,2015-04-22,Desktop,Female,1,0,0,0
81627,504080,2015-04-22,Desktop,Male,1,0,0,0
81759,25989,2015-04-22,Desktop,Male,1,0,0,0
81802,551040,2015-04-22,Desktop,Female,1,0,0,0
81840,72,2015-04-22,Desktop,Male,1,0,0,0
81981,332195,2015-04-22,Mobile,Female,1,1,0,0
82247,744859,2015-04-22,Desktop,Male,1,0,0,0
82442,54907,2015-04-22,Desktop,Male,1,0,0,0
82564,905277,2015-04-22,Desktop,Female,1,0,0,0
82756,695111,2015-04-22,Desktop,Female,1,0,0,0
82796,915795,2015-04-22,Desktop,Male,1,1,0,0
83099,486372,2015-04-22,Desktop,Male,1,1,0,0
83199,16942,2015-04-22,Desktop,Female,1,1,0,0
83234,517708,2015-04-22,Mobile,Male,1,1,0,0
83250,314776,2015-04-22,Desktop,Female,1,1,0,0
83269,854925,2015-04-22,Desktop,Male,1,1,0,0
83357,721373,2015-04-22,Desktop,Female,1,0,0,0
83401,849710,2015-04-22,Desktop,Female,1,0,0,0
83438,914351,2015-04-22,Desktop,Male,1,1,0,0
83547,650559,2015-04-22,Mobile,Female,1,1,0,0
83570,927059,2015-04-22,Mobile,Male,1,0,0,0
83748,879412,2015-04-22,Desktop,Male,1,1,0,0
83755,1800,2015-04-22,Desktop,Female,1,1,0,0
83837,662273,2015-04-22,Mobile,Male,1,0,0,0
83902,789916,2015-04-22,Desktop,Male,1,1,0,0
83952,139563,2015-04-22,Desktop,Male,1,1,0,0
84105,985250,2015-04-22,Desktop,Male,1,0,0,0
84287,274374,2015-04-22,Desktop,Female,1,1,0,0
84342,561635,2015-04-22,Mobile,Female,1,0,0,0
84389,298002,2015-04-22,Desktop,Female,1,1,0,0
84483,380107,2015-04-22,Desktop,Female,1,0,0,0
84526,478352,2015-04-22,Mobile,Female,1,1,1,0
84840,413679,2015-04-22,Desktop,Male,1,1,0,0
84890,218738,2015-04-22,Desktop,Male,1,1,0,0
85257,804457,2015-04-22,Mobile,Female,1,0,0,0
85321,464734,2015-04-22,Desktop,Male,1,0,0,0
85326,921122,2015-04-22,Desktop,Male,1,1,0,0
85398,121856,2015-04-22,Mobile,Male,1,0,0,0
85446,43376,2015-04-22,Desktop,Male,1,1,0,0
85478,542094,2015-04-22,Desktop,Female,1,1,0,0
85602,768344,2015-04-22,Mobile,Female,1,0,0,0
85660,573218,2015-04-22,Mobile,Female,1,0,0,0
85698,81273,2015-04-22,Desktop,Female,1,0,0,0
85806,255808,2015-04-22,Desktop,Male,1,0,0,0
86081,809401,2015-04-22,Mobile,Female,1,0,0,0
86392,443379,2015-04-22,Desktop,Female,1,1,0,0
86579,799070,2015-04-22,Desktop,Male,1,1,0,0
86759,779246,2015-04-22,Mobile,Male,1,1,0,0
86760,220669,2015-04-22,Desktop,Male,1,1,0,0
87278,584903,2015-04-22,Mobile,Female,1,0,0,0
87328,646300,2015-04-22,Desktop,Male,1,1,0,0
87413,625340,2015-04-22,Mobile,Male,1,0,0,0
87479,396233,2015-04-22,Desktop,Female,1,0,0,0
87494,865612,2015-04-22,Mobile,Female,1,0,0,0
87628,695357,2015-04-22,Desktop,Male,1,1,0,0
87670,562944,2015-04-22,Mobile,Female,1,1,0,0
87720,329293,2015-04-22,Desktop,Male,1,1,0,0
87822,178658,2015-04-22,Desktop,Female,1,1,0,0
88075,933772,2015-04-22,Desktop,Female,1,0,0,0
88248,725503,2015-04-22,Desktop,Male,1,1,0,0
88391,821387,2015-04-22,Mobile,Male,1,0,0,0
88400,758024,2015-04-22,Desktop,Female,1,0,0,0
88582,847813,2015-04-22,Desktop,Female,1,0,0,0
88683,26368,2015-04-22,Mobile,Female,1,0,0,0
88817,975219,2015-04-22,Desktop,Male,1,0,0,0
88852,235222,2015-04-22,Desktop,Female,1,1,0,0
88901,255310,2015-04-22,Desktop,Female,1,0,0,0
88959,309849,2015-04-22,Desktop,Male,1,0,0,0
88984,732612,2015-04-22,Mobile,Male,1,0,0,0
89004,388228,2015-04-22,Desktop,Female,1,1,0,0
89015,670466,2015-04-22,Desktop,Male,1,1,0,0
89040,248134,2015-04-22,Desktop,Female,1,1,0,0
89183,216238,2015-04-22,Desktop,Male,1,0,0,0
89221,99825,2015-04-22,Desktop,Male,1,0,0,0
89248,947286,2015-04-22,Desktop,Female,1,1,0,0
89275,474319,2015-04-22,Desktop,Male,1,0,0,0
89312,124920,2015-04-22,Desktop,Male,1,0,0,0
89354,619627,2015-04-22,Mobile,Female,1,0,0,0
89485,177067,2015-04-22,Mobile,Male,1,0,0,0
89580,868202,2015-04-22,Mobile,Male,1,0,0,0
89593,702194,2015-04-22,Desktop,Male,1,1,0,0
89869,355714,2015-04-22,Mobile,Female,1,0,0,0
89944,359811,2015-04-22,Desktop,Male,1,0,0,0
90033,121960,2015-04-22,Mobile,Male,1,0,0,0
90050,390402,2015-04-22,Desktop,Female,1,0,0,0
90070,779959,2015-04-22,Desktop,Female,1,0,0,0
90190,622950,2015-04-22,Desktop,Male,1,1,0,0
225,253420,2015-04-23,Mobile,Male,1,1,0,0
283,522493,2015-04-23,Mobile,Male,1,1,1,0
464,641863,2015-04-23,Desktop,Female,1,1,0,0
482,876424,2015-04-23,Mobile,Male,1,1,0,0
716,87831,2015-04-23,Desktop,Male,1,1,0,0
864,885754,2015-04-23,Desktop,Male,1,1,0,0
974,434989,2015-04-23,Desktop,Male,1,1,0,0
1046,22370,2015-04-23,Mobile,Female,1,1,0,0
1149,198705,2015-04-23,Mobile,Male,1,0,0,0
1208,624023,2015-04-23,Desktop,Female,1,0,0,0
1240,735506,2015-04-23,Desktop,Female,1,1,0,0
1446,822799,2015-04-23,Desktop,Male,1,0,0,0
1642,193195,2015-04-23,Mobile,Male,1,1,0,0
2097,45165,2015-04-23,Desktop,Male,1,1,0,0
2149,840495,2015-04-23,Desktop,Female,1,0,0,0
2454,282664,2015-04-23,Desktop,Male,1,1,0,0
2603,591354,2015-04-23,Mobile,Male,1,0,0,0
2729,921081,2015-04-23,Mobile,Male,1,1,1,0
2809,756341,2015-04-23,Mobile,Female,1,0,0,0
2893,172261,2015-04-23,Desktop,Female,1,1,0,0
3005,43408,2015-04-23,Desktop,Female,1,0,0,0
3153,731766,2015-04-23,Desktop,Male,1,1,0,0
3166,860143,2015-04-23,Desktop,Male,1,0,0,0
3212,218650,2015-04-23,Mobile,Female,1,1,1,0
3408,236329,2015-04-23,Desktop,Male,1,1,0,0
3447,817293,2015-04-23,Desktop,Female,1,1,1,0
3461,272336,2015-04-23,Desktop,Female,1,1,0,0
3668,342563,2015-04-23,Desktop,Male,1,0,0,0
3700,741365,2015-04-23,Desktop,Male,1,1,0,0
3729,991033,2015-04-23,Desktop,Male,1,0,0,0
3739,964387,2015-04-23,Desktop,Female,1,0,0,0
3916,878599,2015-04-23,Desktop,Male,1,0,0,0
3935,695706,2015-04-23,Mobile,Male,1,0,0,0
3977,761970,2015-04-23,Mobile,Female,1,1,0,0
4053,78309,2015-04-23,Mobile,Female,1,0,0,0
4080,913199,2015-04-23,Desktop,Female,1,0,0,0
4160,361318,2015-04-23,Desktop,Male,1,1,0,0
4241,449893,2015-04-23,Desktop,Male,1,1,0,0
4310,187502,2015-04-23,Mobile,Male,1,0,0,0
4648,307047,2015-04-23,Mobile,Male,1,0,0,0
4662,819533,2015-04-23,Desktop,Male,1,0,0,0
4736,561663,2015-04-23,Mobile,Male,1,0,0,0
4926,546837,2015-04-23,Desktop,Female,1,1,0,0
5226,329003,2015-04-23,Mobile,Female,1,0,0,0
5299,575972,2015-04-23,Desktop,Male,1,0,0,0
5415,843850,2015-04-23,Desktop,Female,1,1,0,0
5463,389955,2015-04-23,Desktop,Male,1,1,0,0
5618,980223,2015-04-23,Desktop,Male,1,1,0,0
5962,605157,2015-04-23,Mobile,Male,1,0,0,0
6065,404511,2015-04-23,Mobile,Female,1,0,0,0
6141,269822,2015-04-23,Desktop,Female,1,1,0,0
6372,322726,2015-04-23,Desktop,Female,1,0,0,0
6395,323861,2015-04-23,Desktop,Male,1,0,0,0
6543,453363,2015-04-23,Desktop,Female,1,0,0,0
6706,427894,2015-04-23,Desktop,Female,1,1,0,0
6771,760729,2015-04-23,Mobile,Female,1,1,0,0
6826,332503,2015-04-23,Mobile,Female,1,1,0,0
6854,897075,2015-04-23,Desktop,Male,1,1,0,0
6904,118555,2015-04-23,Desktop,Male,1,1,0,0
7005,790281,2015-04-23,Desktop,Male,1,1,0,0
7073,202848,2015-04-23,Desktop,Female,1,0,0,0
7137,325978,2015-04-23,Mobile,Female,1,0,0,0
7409,349438,2015-04-23,Desktop,Male,1,1,0,0
7427,603573,2015-04-23,Desktop,Female,1,1,0,0
7590,386268,2015-04-23,Desktop,Male,1,0,0,0
7600,638241,2015-04-23,Desktop,Male,1,0,0,0
7622,193317,2015-04-23,Desktop,Male,1,1,0,0
7645,937184,2015-04-23,Mobile,Male,1,1,0,0
7843,995833,2015-04-23,Desktop,Female,1,0,0,0
7947,635935,2015-04-23,Mobile,Male,1,0,0,0
8093,488218,2015-04-23,Desktop,Male,1,1,0,0
8376,723553,2015-04-23,Mobile,Female,1,0,0,0
8418,327199,2015-04-23,Desktop,Male,1,1,0,0
8735,494479,2015-04-23,Desktop,Male,1,0,0,0
9168,128974,2015-04-23,Mobile,Male,1,0,0,0
9195,730703,2015-04-23,Desktop,Female,1,1,0,0
9307,934458,2015-04-23,Desktop,Female,1,1,0,0
9339,984750,2015-04-23,Mobile,Male,1,0,0,0
9485,181926,2015-04-23,Desktop,Female,1,1,0,0
9642,607804,2015-04-23,Mobile,Male,1,0,0,0
9782,382865,2015-04-23,Desktop,Male,1,0,0,0
9997,120610,2015-04-23,Desktop,Female,1,1,0,0
10226,131721,2015-04-23,Desktop,Female,1,0,0,0
10263,914645,2015-04-23,Desktop,Female,1,1,0,0
10790,87378,2015-04-23,Desktop,Male,1,0,0,0
10949,864338,2015-04-23,Desktop,Female,1,0,0,0
11135,623037,2015-04-23,Desktop,Male,1,1,0,0
11508,339907,2015-04-23,Mobile,Female,1,0,0,0
11609,825138,2015-04-23,Mobile,Female,1,0,0,0
11640,141580,2015-04-23,Desktop,Female,1,1,0,0
11653,769177,2015-04-23,Desktop,Male,1,0,0,0
11814,548599,2015-04-23,Mobile,Female,1,0,0,0
11971,850927,2015-04-23,Desktop,Male,1,0,0,0
12254,284989,2015-04-23,Mobile,Female,1,0,0,0
12279,904791,2015-04-23,Desktop,Male,1,0,0,0
12351,876924,2015-04-23,Desktop,Female,1,1,0,0
12376,302160,2015-04-23,Desktop,Male,1,1,0,0
12499,526579,2015-04-23,Desktop,Female,1,0,0,0
12563,472438,2015-04-23,Desktop,Male,1,0,0,0
12834,758777,2015-04-23,Desktop,Male,1,1,0,0
12843,557999,2015-04-23,Desktop,Male,1,0,0,0
12900,675672,2015-04-23,Desktop,Male,1,1,0,0
12956,581641,2015-04-23,Desktop,Male,1,0,0,0
12979,950080,2015-04-23,Mobile,Male,1,0,0,0
13147,942191,2015-04-23,Desktop,Female,1,0,0,0
13214,574712,2015-04-23,Desktop,Female,1,1,0,0
13306,74442,2015-04-23,Desktop,Male,1,0,0,0
13417,500150,2015-04-23,Mobile,Female,1,0,0,0
13492,809359,2015-04-23,Desktop,Female,1,1,0,0
13544,672776,2015-04-23,Desktop,Female,1,0,0,0
13646,526982,2015-04-23,Desktop,Female,1,1,1,0
13711,687688,2015-04-23,Desktop,Male,1,1,0,0
13784,543779,2015-04-23,Desktop,Female,1,1,0,0
13828,389095,2015-04-23,Mobile,Female,1,0,0,0
14109,106307,2015-04-23,Desktop,Female,1,1,0,0
14139,186115,2015-04-23,Desktop,Female,1,0,0,0
14278,579305,2015-04-23,Desktop,Male,1,0,0,0
14325,451768,2015-04-23,Desktop,Female,1,1,0,0
14498,304450,2015-04-23,Desktop,Male,1,1,0,0
14516,309484,2015-04-23,Desktop,Female,1,1,0,0
14638,741107,2015-04-23,Desktop,Male,1,0,0,0
14686,969891,2015-04-23,Mobile,Female,1,0,0,0
14893,78196,2015-04-23,Desktop,Male,1,0,0,0
14911,348130,2015-04-23,Mobile,Male,1,0,0,0
15048,147979,2015-04-23,Desktop,Female,1,0,0,0
15142,71925,2015-04-23,Mobile,Female,1,0,0,0
15222,459911,2015-04-23,Mobile,Female,1,1,0,0
15445,102100,2015-04-23,Desktop,Female,1,0,0,0
15460,70117,2015-04-23,Desktop,Female,1,0,0,0
15609,567718,2015-04-23,Desktop,Male,1,1,0,0
15693,354048,2015-04-23,Desktop,Female,1,1,0,0
15749,231085,2015-04-23,Desktop,Male,1,0,0,0
15998,144688,2015-04-23,Mobile,Male,1,0,0,0
16061,684031,2015-04-23,Desktop,Female,1,0,0,0
16063,480008,2015-04-23,Mobile,Female,1,0,0,0
16089,835275,2015-04-23,Desktop,Female,1,0,0,0
16104,977402,2015-04-23,Desktop,Female,1,0,0,0
16192,489404,2015-04-23,Desktop,Male,1,0,0,0
16247,258480,2015-04-23,Desktop,Female,1,0,0,0
16583,640595,2015-04-23,Desktop,Female,1,1,0,0
16606,428818,2015-04-23,Desktop,Male,1,0,0,0
16808,232101,2015-04-23,Desktop,Female,1,0,0,0
16849,464271,2015-04-23,Mobile,Male,1,0,0,0
16966,581092,2015-04-23,Desktop,Female,1,1,0,0
17093,959813,2015-04-23,Mobile,Male,1,0,0,0
17271,309512,2015-04-23,Desktop,Male,1,0,0,0
17562,925730,2015-04-23,Desktop,Female,1,0,0,0
17709,312690,2015-04-23,Desktop,Female,1,0,0,0
17721,32193,2015-04-23,Desktop,Female,1,1,0,0
17723,457213,2015-04-23,Mobile,Male,1,0,0,0
17912,577953,2015-04-23,Desktop,Female,1,1,0,0
17927,904730,2015-04-23,Desktop,Male,1,0,0,0
17958,427458,2015-04-23,Desktop,Male,1,1,0,0
18088,320819,2015-04-23,Desktop,Female,1,0,0,0
18103,964070,2015-04-23,Mobile,Male,1,1,0,0
18229,653551,2015-04-23,Desktop,Male,1,1,0,0
18295,476164,2015-04-23,Desktop,Male,1,1,0,0
18680,392770,2015-04-23,Desktop,Male,1,0,0,0
18758,842736,2015-04-23,Mobile,Male,1,0,0,0
18873,747484,2015-04-23,Desktop,Male,1,0,0,0
18878,626734,2015-04-23,Desktop,Female,1,1,0,0
18955,743985,2015-04-23,Desktop,Male,1,0,0,0
19104,981533,2015-04-23,Desktop,Male,1,0,0,0
19149,116279,2015-04-23,Desktop,Male,1,1,0,0
19158,981842,2015-04-23,Desktop,Female,1,0,0,0
19181,538830,2015-04-23,Desktop,Male,1,1,0,0
19495,482186,2015-04-23,Desktop,Female,1,1,0,0
19515,157611,2015-04-23,Mobile,Male,1,0,0,0
19893,62908,2015-04-23,Desktop,Male,1,0,0,0
20066,736511,2015-04-23,Desktop,Female,1,0,0,0
20204,600664,2015-04-23,Desktop,Male,1,0,0,0
20208,152635,2015-04-23,Desktop,Female,1,0,0,0
20220,942275,2015-04-23,Mobile,Female,1,0,0,0
20323,227145,2015-04-23,Desktop,Male,1,1,0,0
20404,412432,2015-04-23,Mobile,Female,1,0,0,0
20694,306094,2015-04-23,Desktop,Male,1,0,0,0
20699,434953,2015-04-23,Desktop,Male,1,0,0,0
21026,212168,2015-04-23,Desktop,Male,1,1,0,0
21048,643090,2015-04-23,Desktop,Male,1,1,0,0
21304,285941,2015-04-23,Desktop,Female,1,0,0,0
21391,938562,2015-04-23,Desktop,Male,1,1,0,0
21775,734518,2015-04-23,Mobile,Male,1,1,0,0
22007,771962,2015-04-23,Desktop,Female,1,0,0,0
22074,730087,2015-04-23,Desktop,Female,1,0,0,0
22083,959338,2015-04-23,Desktop,Male,1,1,0,0
22165,101507,2015-04-23,Desktop,Female,1,0,0,0
22330,862847,2015-04-23,Desktop,Female,1,1,0,0
22685,663500,2015-04-23,Desktop,Female,1,1,0,0
22872,409382,2015-04-23,Desktop,Female,1,0,0,0
23066,161503,2015-04-23,Desktop,Male,1,1,0,0
23324,788784,2015-04-23,Desktop,Female,1,0,0,0
23451,13719,2015-04-23,Mobile,Male,1,0,0,0
23812,272799,2015-04-23,Desktop,Male,1,1,0,0
23823,7463,2015-04-23,Desktop,Female,1,1,0,0
23896,967893,2015-04-23,Desktop,Male,1,1,0,0
23934,474976,2015-04-23,Mobile,Male,1,0,0,0
24217,518257,2015-04-23,Desktop,Male,1,1,0,0
24516,148556,2015-04-23,Mobile,Female,1,0,0,0
24817,869364,2015-04-23,Mobile,Female,1,1,1,0
24836,885600,2015-04-23,Desktop,Female,1,0,0,0
24841,308567,2015-04-23,Mobile,Female,1,0,0,0
24845,777492,2015-04-23,Desktop,Female,1,1,0,0
24853,467352,2015-04-23,Desktop,Male,1,0,0,0
24870,34796,2015-04-23,Desktop,Male,1,0,0,0
25189,690204,2015-04-23,Mobile,Male,1,0,0,0
25298,939886,2015-04-23,Mobile,Female,1,0,0,0
25536,35779,2015-04-23,Mobile,Female,1,0,0,0
25637,660346,2015-04-23,Desktop,Male,1,0,0,0
25683,938055,2015-04-23,Desktop,Male,1,1,0,0
25826,915066,2015-04-23,Desktop,Male,1,1,0,0
26119,590054,2015-04-23,Desktop,Male,1,0,0,0
26191,983914,2015-04-23,Desktop,Female,1,1,0,0
26448,910985,2015-04-23,Desktop,Female,1,1,0,0
26451,169093,2015-04-23,Mobile,Male,1,0,0,0
26502,427332,2015-04-23,Desktop,Male,1,0,0,0
26504,14221,2015-04-23,Desktop,Male,1,1,0,0
26873,372891,2015-04-23,Mobile,Female,1,0,0,0
26876,973670,2015-04-23,Desktop,Male,1,1,0,0
26992,923877,2015-04-23,Desktop,Male,1,0,0,0
27527,881770,2015-04-23,Desktop,Female,1,0,0,0
27818,861782,2015-04-23,Mobile,Female,1,1,0,0
27958,786386,2015-04-23,Desktop,Female,1,0,0,0
28040,104963,2015-04-23,Desktop,Female,1,1,0,0
28106,122182,2015-04-23,Desktop,Male,1,1,0,0
28193,229478,2015-04-23,Desktop,Male,1,1,0,0
28333,176185,2015-04-23,Mobile,Male,1,0,0,0
28554,516674,2015-04-23,Mobile,Female,1,0,0,0
28577,87829,2015-04-23,Desktop,Female,1,0,0,0
28686,50172,2015-04-23,Desktop,Female,1,1,0,0
28733,885518,2015-04-23,Desktop,Male,1,1,0,0
28800,745175,2015-04-23,Mobile,Female,1,1,0,0
28814,193304,2015-04-23,Mobile,Female,1,0,0,0
28853,287465,2015-04-23,Mobile,Male,1,0,0,0
29137,914397,2015-04-23,Desktop,Female,1,1,0,0
29304,225317,2015-04-23,Desktop,Female,1,0,0,0
29634,404154,2015-04-23,Desktop,Female,1,1,0,0
29641,121845,2015-04-23,Desktop,Male,1,0,0,0
29870,75589,2015-04-23,Mobile,Male,1,1,0,0
29942,300167,2015-04-23,Desktop,Female,1,0,0,0
29996,573521,2015-04-23,Mobile,Female,1,0,0,0
30042,694491,2015-04-23,Desktop,Male,1,0,0,0
30063,952438,2015-04-23,Mobile,Female,1,0,0,0
30129,391476,2015-04-23,Desktop,Male,1,0,0,0
30497,755103,2015-04-23,Desktop,Male,1,1,0,0
30827,117787,2015-04-23,Desktop,Male,1,0,0,0
30957,243910,2015-04-23,Desktop,Female,1,1,0,0
30958,164779,2015-04-23,Desktop,Female,1,0,0,0
31307,470286,2015-04-23,Desktop,Male,1,1,0,0
31373,280360,2015-04-23,Mobile,Female,1,0,0,0
31592,721610,2015-04-23,Desktop,Female,1,0,0,0
31894,883894,2015-04-23,Desktop,Male,1,0,0,0
31954,672120,2015-04-23,Desktop,Male,1,0,0,0
31997,413933,2015-04-23,Desktop,Male,1,0,0,0
32064,947029,2015-04-23,Desktop,Male,1,1,0,0
32211,737646,2015-04-23,Desktop,Female,1,0,0,0
32466,602433,2015-04-23,Desktop,Female,1,1,0,0
32894,440807,2015-04-23,Desktop,Male,1,0,0,0
33074,868693,2015-04-23,Desktop,Male,1,0,0,0
33631,883441,2015-04-23,Desktop,Female,1,0,0,0
33996,2063,2015-04-23,Mobile,Female,1,0,0,0
34027,663860,2015-04-23,Mobile,Female,1,0,0,0
34034,33514,2015-04-23,Mobile,Female,1,0,0,0
34218,134465,2015-04-23,Desktop,Female,1,1,0,0
